Company,Industry Sector,Current Ratio,Quick Ratio,Cash Ratio,Free Cash Flow Margin,Revenue Growth Year over Year,Common Equity to Tot Assets,Long Term Assets as % Total Assets,EBIT/Interest,Total Debt to Total Assets,Tot Debt to Common Equity,Cashflow to Total Liabilities,Free Cash Flow to Total Debt,Gross Margin,Operating Margin,Profit Margin,Net Income Margin Adjusted,Return on Assets,Return on Common Equity,Inventory Turnover,Accounts Receivable Turnover,Accounts Payable Turnover,Net Fixed Asset Turnover,Gross Fixed Asset Turnover,Asset Turnover,Sales per Employee,Operating Profit Per Employee,Cash Conversion Cycle
AAWW UW Equity,Industrial,1.061485234,0.968552615,0.73709843,28.98085899,17.22871259,37.50984378,79.80290215,4.316029136,46.36980967,123.6203753,26.79501196,0.316536724,32.16476764,15.40797654,11.21996216,22.32542052,6.31259566,17.77558281,#N/A N/A,11.55826074,14.53271183,0.742389511,0.595961454,0.562621832,790720.5122,121834.031,#N/A N/A
ARNC UN Equity,Basic Materials,1.793618466,0.962661236,0.534283775,-2.766519824,-22.01456644,22.69559709,58.15647767,0.677966102,22.56889452,99.44173064,0.123279227,-0.110175439,14.32599119,1.40969163,-1.920704846,0.139559471,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,423507.4627,7686.567164,31.61169903
FOSL UW Equity,"Consumer, Cyclical",1.773373129,0.977236512,0.56571225,5.733436721,-27.25191549,29.69824248,33.00834289,-4.250502576,35.3667387,119.0869753,9.748736847,0.42874819,47.74905274,-8.387491067,-5.956265965,-1.323972026,-6.229621661,-20.38690476,2.255287102,6.209957447,3.915577207,4.134028266,1.884063658,1.046509886,215112.4,-18044.66667,129.4950196
HRI UN Equity,"Consumer, Non-cyclical",1.119207317,1.018902439,0.100609756,12.6536799,-10.89044522,20.67773938,89.76981384,#N/A N/A,53.88195296,260.5795148,21.46219786,0.116576157,87.41930051,10.70005052,4.137427721,5.877449054,1.990439409,10.6326192,#N/A N/A,5.860503372,1.776456599,0.612572647,0.389321152,0.481081373,371104.1667,39708.33333,#N/A N/A
PAR UN Equity,Technology,6.229610351,5.597387322,4.521784829,-10.07643157,14.18240472,54.80888672,27.58408024,#N/A N/A,31.75921966,57.94538362,-13.03107941,-0.197321658,18.39456279,-11.20092055,-17.10214888,-11.18961485,-13.71003879,-27.98983357,8.510106435,5.04485924,12.10693721,12.65267955,5.818335216,0.801655914,212089.2857,-23159.72222,85.31433214
OTRK UQ Equity,"Consumer, Non-cyclical",3.395715463,2.845070036,2.386899204,-9.704600601,136.0364724,41.9838149,14.55622283,-2.06718382,33.37571959,79.4966338,-7.48302561,-0.15444663,47.36289339,-18.01489672,-27.41528544,-26.14784456,-26.94653409,#N/A N/A,#N/A N/A,8.162487067,32.63697605,23.09045296,#N/A N/A,0.982901825,114100.551,-20555.09642,#N/A N/A
AZYO UQ Equity,"Consumer, Non-cyclical",2.229620225,1.729564211,1.461966466,-33.42392578,-0.510477611,-54919.89977,27.89880449,-2.414166519,36.99432436,#N/A N/A,-21.98486584,#N/A N/A,48.17253175,-31.86120613,-51.13396748,-51.13396748,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,171.6812319
RES UN Equity,Energy,5.383761704,3.095167473,1.061974486,2.15493179,-51.05549779,79.89411832,45.81198095,-830.1206434,3.830715808,4.794740701,49.04931483,0.819463708,19.64944125,-51.75229232,-35.46570127,-5.210361991,-23.01777436,-29.02961899,5.229260599,2.95936391,9.821176521,1.420709569,0.394934714,0.649015064,298404.9875,-154431.4214,156.3995896
FVE UR Equity,"Consumer, Non-cyclical",1.4744025,0.637498033,0.586325517,3.948813397,-17.7651179,46.35165542,42.24911164,#N/A N/A,6.950810866,14.99582011,21.08595911,1.353583985,#N/A N/A,1.369891265,-0.652120487,1.187684212,-1.897252372,-4.59225507,#N/A N/A,53.75996674,#N/A N/A,6.292606171,3.933547518,2.909358637,61249.57895,839.0526316,#N/A N/A
AMWD UW Equity,Industrial,2.089713764,1.307166819,0.623748442,8.838943413,0.304743335,43.16831464,79.96236149,4.556516347,44.89057842,103.989648,19.2505866,0.285090846,19.94664107,8.014261364,4.536114833,4.119835209,4.242099091,9.492687977,10.12361456,12.36048367,17.68362092,5.370969532,2.801863523,1.027360244,166700.303,#N/A N/A,40.02540269
MSON UQ Equity,"Consumer, Non-cyclical",3.740510455,2.834377509,2.194910907,-43.1884094,60.83932578,71.95020253,68.24584051,-7.401309779,21.9959006,30.57100582,-46.66980526,#N/A N/A,69.95347151,-31.0378438,-27.8766905,-25.65983323,-10.8189101,-15.11231483,1.63615028,5.630386609,5.169469547,8.853317383,3.315252662,0.35909191,245998.626,-76352.66929,187.0467388
WW UW Equity,"Consumer, Non-cyclical",0.879720317,0.589363685,0.487760917,8.304767931,-2.491479385,-37.01192432,79.80034756,1.752996513,109.1089231,#N/A N/A,6.698581097,0.101165589,56.44201828,15.68523587,5.44791325,7.510209531,5.039724946,#N/A N/A,18.01029103,42.35559517,23.50660066,7.309335271,4.468089107,0.925074375,137812.4,21616.2,13.57570634
WMK UN Equity,"Consumer, Non-cyclical",1.808426397,0.947214449,0.783295646,3.574355985,16.06700422,62.9587881,65.60125378,4662.228571,11.43850791,18.16824664,41.22609023,0.705948739,26.75761641,3.967756658,2.89152777,3.001116568,6.803065118,10.78680733,10.97668495,73.09731257,14.92172197,3.702620896,1.678237276,2.352758008,171358.375,6799.083333,13.74689169
VMD UR Equity,"Consumer, Non-cyclical",2.049572055,1.883564322,1.346005127,16.80463639,63.61268939,72.57729211,58.08901919,52.61493124,9.892501777,13.6302988,113.7460719,1.97350696,61.00952715,20.39540321,24.01206315,22.61145847,32.31261145,50.29028965,27.90081744,10.98498348,15.34667451,2.391175292,1.826310702,1.345682428,256964.775,52409.00196,22.58729156
AMSC UW Equity,Industrial,2.30168457,1.614355469,1.3390625,-31.52824337,13.57660078,58.18997816,24.03693527,#N/A N/A,2.770951341,4.761904762,-31.79225284,-1.500511509,14.79526301,-36.23077164,-26.7802876,-26.7802876,-14.03372435,-20.93690344,4.093630787,6.897080531,11.37800781,6.548037994,1.522033408,0.563432461,263793.3884,#N/A N/A,122.5956138
SPNE UW Equity,"Consumer, Non-cyclical",5.236176652,3.351026784,2.499853549,-26.35913052,-2.978319494,80.09197718,24.95743956,#N/A N/A,7.053138745,8.806298699,-57.63184406,-2.69038487,63.17276232,-28.13567009,-27.97693479,-27.20866241,-24.25088243,-30.68161633,1.123384323,6.046106236,10.23398105,4.761456711,2.306307249,0.866816991,366615.2019,-103149.6437,350.5728542
UPWK UW Equity,Communications,1.815378345,1.090174946,0.853602822,4.294378366,24.30979299,56.5560714,31.82490689,-28.80205656,6.604727272,11.67819318,9.727423375,0.553441666,72.09336559,-5.997409188,-6.120258653,-5.359285171,-4.687748243,-8.185290317,#N/A N/A,9.682742893,29.34205713,8.190902116,6.525170496,0.765939564,691903.7037,-41496.2963,#N/A N/A
ARLO UN Equity,"Consumer, Non-cyclical",1.502228814,1.195583663,0.86845365,-14.11771953,-3.473718065,32.31336722,13.87063734,#N/A N/A,7.109003594,22.00019437,-16.60593645,-1.509769275,15.50843614,-29.36100394,-28.3493955,-28.27777114,-21.16716143,-60.06412709,4.526622115,3.48510929,3.427042762,7.724670437,5.080535147,0.746653008,994857.9387,-292100.2786,79.07560367
GNSS UR Equity,"Consumer, Non-cyclical",2.919103439,2.127141569,1.776632745,15.75912578,16.30908362,68.85052962,36.49890713,#N/A N/A,10.48590484,15.22995523,31.11730838,0.729826305,52.63659614,14.0455708,27.60753313,27.60753313,17.25698634,23.8856065,3.150279476,9.291394873,13.87799934,5.568454935,4.136409127,0.685707639,434444.4444,#N/A N/A,124.6035835
ATRI UW Equity,"Consumer, Non-cyclical",8.236946319,4.264667058,3.058668231,11.74461857,-4.820528033,90.09029937,57.91562067,#N/A N/A,0.101914646,0.113124995,148.2909861,63.72794118,44.82861421,24.16678524,21.75945688,21.17441443,12.14396857,13.4288916,1.762660865,8.354759277,14.52471236,1.644092436,0.702978314,0.558083343,232061.3208,56081.76101,226.2472867
GNPX UR Equity,"Consumer, Non-cyclical",68.14681934,60.61317347,60.6128917,#N/A N/A,#N/A N/A,98.5630729,2.077988182,#N/A N/A,0,0,-3091.711557,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-102.8196456,-105.7321832,#N/A N/A,0,#N/A N/A,0,#N/A N/A,0,0,-1496798.417,#N/A N/A
LILA UW Equity,Communications,1.144809384,0.853313783,0.524457478,1.973649259,-2.648047582,17.82468812,87.18384767,0.17191601,57.05909389,320.1127196,5.430881617,0.013958412,77.52749296,2.435849758,-18.2542634,-1.913270998,-4.555896246,-23.59687527,#N/A N/A,6.570555895,2.423027352,0.776846884,0.447806822,0.249579846,#N/A N/A,#N/A N/A,#N/A N/A
RH UN Equity,"Consumer, Cyclical",0.869635603,0.173518281,0.108987101,13.67831369,7.599387634,15.42366197,72.346534,6.124977041,55.18458496,357.7917168,20.42886043,0.291003875,46.53229311,16.38888362,9.541968654,11.21353379,10.17270374,116.7397144,3.099113562,52.53199082,8.030304226,1.956564607,1.494499164,1.066101148,569725.2,93371.6,79.05375618
LILAK UW Equity,Communications,1.144809384,0.853313783,0.524457478,1.973649259,-2.648047582,17.82468812,87.18384767,0.17191601,57.05909389,320.1127196,5.430881617,0.013958412,77.52749296,2.435849758,-18.2542634,-1.913270998,-4.555896246,-23.59687527,#N/A N/A,6.570555895,2.423027352,0.776846884,0.447806822,0.249579846,#N/A N/A,#N/A N/A,#N/A N/A
BOOM UW Equity,Energy,3.042158444,1.810499278,1.144667572,7.204105411,-42.35668469,70.41570563,48.75288312,-1.3625171,8.250102809,11.71628223,36.69966518,0.715573664,24.80919528,-0.434628929,-0.616160691,0.535051776,-0.506941727,-0.765197599,3.241888599,4.969822492,6.541045632,2.105823704,1.290978793,0.822742727,431564.9718,-1875.706215,130.5872799
BRID UQ Equity,"Consumer, Non-cyclical",2.623745373,1.073159562,0.164179674,-7.35717533,4.865322986,45.88139075,55.72599705,#N/A N/A,22.1002943,48.16831822,11.80075443,-0.09836241,30.06415113,2.591301712,3.69904531,3.579926251,4.841014461,9.823257924,5.235815792,9.610981526,16.86910701,3.066632927,1.657203071,1.43959388,351634.103,#N/A N/A,91.36931811
TPIC UQ Equity,Energy,1.349786264,0.634368198,0.319759768,-1.682257204,16.26432301,21.02311408,42.67660263,1.787067898,41.71378615,198.4186833,4.974696182,0.008478507,3.837948623,1.123620398,-1.139247858,1.530591203,-2.134347093,-9.370944507,182.8159363,10.85152819,#N/A N/A,4.804863734,3.556229599,1.873470358,112089.7315,1259.463087,#N/A N/A
CYCN UW Equity,"Consumer, Non-cyclical",3.450979235,3.216257669,3.208765927,-3223.606272,-49.05702241,51.56355631,49.29622632,#N/A N/A,39.63927265,76.87459029,-129.7128031,-1.456280748,#N/A N/A,-3539.416376,-3388.58885,-3341.622387,-51.54908301,-98.97088194,#N/A N/A,36.15748031,#N/A N/A,0.035318458,0.028362136,0.015212552,#N/A N/A,#N/A N/A,#N/A N/A
YMAB UW Equity,"Consumer, Non-cyclical",6.263782954,5.868134118,5.868134118,-440.5108434,#N/A N/A,80.15024953,7.333752376,#N/A N/A,3.013321014,3.75959031,-348.06379,-22.97210354,#N/A N/A,-578,-575.1180723,-575.1180723,-68.50318444,-78.32079255,#N/A N/A,#N/A N/A,#N/A N/A,3.977000479,#N/A N/A,0.119111514,319230.7692,-1845153.846,#N/A N/A
BSGM UR Equity,"Consumer, Non-cyclical",5.743343774,5.534064213,5.534064213,#N/A N/A,#N/A N/A,80.20140854,3.452247746,#N/A N/A,1.033370631,1.28846943,-520.6694069,-84.99363057,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-234.1450921,-294.1271538,0,#N/A N/A,#N/A N/A,0,0,0,0,-1207836.735,#N/A N/A
PCTI UW Equity,Communications,5.500851354,4.507406777,3.094074579,12.04167527,-14.52376486,81.56881562,26.18272383,#N/A N/A,5.006226366,6.137426819,83.18353685,2.188270196,48.96586449,4.312125594,4.411536873,4.565946897,3.866084359,4.721308757,3.606825129,4.558782849,9.862992126,5.189855607,1.930560056,0.876357712,237595.092,10245.39877,144.6504576
NRBO UR Equity,"Consumer, Non-cyclical",6.780979827,6.680115274,6.680115274,#N/A N/A,#N/A N/A,84.95991153,2.419131877,-917.0909091,0.37323749,0.43931012,-323.4834559,-144.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-279.7979798,#N/A N/A,#N/A N/A,#N/A N/A,0,0,#N/A N/A,0,0,#N/A N/A,#N/A N/A
MIME UW Equity,Communications,1.035403135,0.940909327,0.60260847,8.737056841,25.43826404,31.79558639,59.04616666,0.50987353,31.50195798,99.07651203,18.18839284,0.449092515,74.38138668,0.538219939,-0.515267131,0.086815112,3.272827639,9.289706555,#N/A N/A,5.418451363,10.16288396,2.193239376,#N/A N/A,0.594895886,237201.6667,#N/A N/A,#N/A N/A
LQDA UR Equity,"Consumer, Non-cyclical",5.628936081,5.564829152,5.564829152,-7422.189668,-90.83725217,71.42025621,20.76758313,-68.86861042,17.22271966,24.11461478,-190.3418951,-3.134033124,67.86060019,-7989.033676,-8080.111759,-8080.111759,-70.98819343,-112.7244386,#N/A N/A,#N/A N/A,0.065736484,0.068699418,0.032267466,0.008785546,14502.5098,-1158610.392,#N/A N/A
CAMP UW Equity,Communications,1.958147767,1.479127392,0.884165466,-2.908439336,0.634139637,27.81718619,52.02428374,-2.000398089,48.23428566,173.3974289,3.225608155,0.117001342,39.14238187,-10.98039644,-21.66142685,-4.199794049,-20.59420414,-71.32230464,5.479533315,4.48032568,5.333793869,4.725478169,#N/A N/A,0.675077721,338987.963,#N/A N/A,76.70493167
ESGC UN Equity,"Consumer, Cyclical",0.525590376,0.504341264,0.028253729,14.67333968,-42.4520409,40.99671525,80.51446871,-17.0249033,29.70842055,72.46536796,7.64448307,#N/A N/A,47.42750174,-322.795461,-269.5314309,6.076055631,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,457211.7647,#N/A N/A,264.436997
RDNT UQ Equity,"Consumer, Non-cyclical",0.679262724,0.581750453,0.256253234,10.10617256,-7.133988749,9.276710639,84.86424647,0.777734188,66.32022823,714.911037,15.29482044,0.167221277,#N/A N/A,3.329228243,-1.384535005,-3.013121361,-0.864446304,-9.35078191,#N/A N/A,7.542933307,#N/A N/A,1.265215881,0.741162656,0.624647932,128718.6262,4284.976582,#N/A N/A
YELP UN Equity,Communications,4.983045515,4.784136195,4.166084038,16.57618626,-13.92840029,73.9890294,38.28937605,#N/A N/A,17.32512401,23.41580117,58.81935868,1.01558252,93.44898177,-4.444212786,-2.225142136,-1.875633067,-1.745469969,-2.413631238,#N/A N/A,8.942519669,7.69922585,3.016656818,1.756358486,0.784430775,223828.9744,-9947.435897,#N/A N/A
CVM UA Equity,"Consumer, Non-cyclical",4.148929062,3.635882803,3.635882803,-3209.633519,20.72591485,48.6640346,56.34222224,#N/A N/A,34.38386594,70.65560063,-73.40856559,-1.49615115,#N/A N/A,-5188.280433,-5415.642318,-5366.279621,-82.70017185,-183.356462,#N/A N/A,#N/A N/A,#N/A N/A,0.025693225,#N/A N/A,0.013224111,#N/A N/A,#N/A N/A,#N/A N/A
CPK UN Equity,Utilities,0.414643561,0.248960587,0.010634224,-1.350886321,1.79189498,36.07191148,#N/A N/A,5.179094877,36.70720683,101.7611912,12.86350516,-0.006539679,71.74548032,23.08960709,14.64528736,13.9743096,3.848496307,11.36111204,9.40501841,6.560967579,2.38629823,0.316230813,0.258169082,0.262787615,515520.5913,119009.5037,-58.67012866
VWTR UW Equity,Utilities,35.56060606,35.56060606,35.56060606,17.88389513,-67.30389822,98.79409907,94.79733549,#N/A N/A,0.219456236,0.222134964,82.03125,4.957070707,79.9937578,6.949646275,104.0470246,103.93196,5.532521056,5.61026576,#N/A N/A,#N/A N/A,#N/A N/A,0.242317291,0.185250499,0.053173275,686571.4286,47714.28571,#N/A N/A
CDZI UQ Equity,"Consumer, Non-cyclical",2.563317384,2.342902711,2.325358852,-3725.878004,22.67573696,-34.02498554,89.19355056,-1.019781364,128.8880223,#N/A N/A,-13.47327019,-0.21030831,#N/A N/A,-2172.643253,-6990.203327,-5180.358595,-50.05989926,#N/A N/A,#N/A N/A,10.40384615,#N/A N/A,0.010453904,0.009227437,0.007161437,54100,-1175400,#N/A N/A
STOK UW Equity,"Consumer, Non-cyclical",25.72691466,25.14730853,25.14730853,#N/A N/A,#N/A N/A,96.02349585,1.340941512,#N/A N/A,0.141646388,0.147512217,-356.3855828,-102.5379147,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-19.83880002,-20.46714436,#N/A N/A,#N/A N/A,0,0,0,0,0,-671443.038,#N/A N/A
APTX UW Equity,"Consumer, Non-cyclical",32.64324678,30.82806022,30.77198342,-2721.867008,-57.37258108,96.88126635,0.665312139,#N/A N/A,0,0,-901.7670854,#N/A N/A,#N/A N/A,-3245.84399,-3200.319693,-3200.319693,-38.93887236,-40.49267859,#N/A N/A,4.465049929,#N/A N/A,1.480605487,0.530149051,0.012174962,46000,-1493088.235,#N/A N/A
MGTA UQ Equity,"Consumer, Non-cyclical",13.25695538,13.02143482,13.02143482,#N/A N/A,#N/A N/A,89.04027373,6.244315334,#N/A N/A,3.887537975,4.366044501,-361.4463953,-10.2535413,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-46.38090198,-52.56840606,#N/A N/A,#N/A N/A,0,0,0,0,#N/A N/A,#N/A N/A,#N/A N/A
COKE UW Equity,"Consumer, Non-cyclical",1.315545699,0.708771984,0.084679937,5.839947102,3.746113424,15.91925398,73.58416733,8.530774466,35.87326413,225.3451334,18.24942978,0.297224563,35.32620103,6.258351462,3.444791334,4.110936768,5.43338432,40.11735675,14.33947259,12.15975571,15.99007989,4.254861366,2.344997228,1.57727531,316921.3291,19834.05063,32.91292333
KNL UN Equity,"Consumer, Cyclical",1.422776911,0.47074883,0.145475819,1.40731155,-13.42342973,30.81687427,74.89505196,1.541899441,32.90895327,106.788745,7.224470364,0.036386449,35.80556454,2.232287286,0.622775801,3.478890327,0.547847741,1.005254741,4.080719794,12.96016771,6.788841202,3.432061069,1.933083177,0.879686944,401168.0727,8955.223881,64.01843551
KZR UW Equity,"Consumer, Non-cyclical",22.47919901,21.80176964,21.80176964,#N/A N/A,#N/A N/A,92.84519435,4.630471148,#N/A N/A,3.598477365,3.875782037,-340.1049337,-6.633052709,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-34.58971225,-38.11637081,#N/A N/A,#N/A N/A,0,0,0,0,0,-913829.7872,#N/A N/A
XERS UW Equity,"Consumer, Non-cyclical",5.396249158,4.986811784,4.743077959,-396.0606802,650.7347539,21.21318748,4.360010305,-7.837335835,54.67826153,257.7559906,-64.24595263,#N/A N/A,54.35282603,-408.8377783,-445.9995106,-445.9995106,-67.97992079,-378.1978131,1.771868174,3.265942145,3.556192661,2.807005495,2.197429969,0.152421514,113527.7778,#N/A N/A,215.7082556
AVRO UW Equity,"Consumer, Non-cyclical",16.08534971,15.64662333,15.63031179,#N/A N/A,#N/A N/A,93.77290458,1.471791884,#N/A N/A,0,0,-584.9792777,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-50.75252041,-54.37043126,#N/A N/A,0,0,0,#N/A N/A,0,0,-993619.8347,#N/A N/A
BGSF UN Equity,"Consumer, Non-cyclical",2.389847946,2.271859706,0,7.237374613,-5.579990494,50.24456727,66.49574279,2.234227692,31.90839396,63.50615738,34.33627403,0.483813993,27.42803362,1.273229981,0.518717275,2.555162472,1.172571967,2.152814512,#N/A N/A,6.86849033,576.9319096,31.46409064,22.44299583,2.2605223,694727.2,8845.475,#N/A N/A
BCAB UQ Equity,"Consumer, Non-cyclical",7.460432101,7.396081957,7.396081957,-8606.993007,-91.75,85.72571723,1.737589666,-21.66954644,0.278438946,0.324802118,-103.9212882,#N/A N/A,#N/A N/A,-7016.083916,-8357.342657,-7535.300699,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SCPS UQ Equity,"Consumer, Non-cyclical",0.518156538,0.481460575,0.481460575,#N/A N/A,#N/A N/A,-92.76418036,0.117979725,-14.37596929,115.6865417,#N/A N/A,-66.36248534,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MGLN UW Equity,"Consumer, Non-cyclical",2.923614962,2.750619256,1.742588929,2.272513283,0.261038332,55.65633041,35.81874813,-0.443026081,20.17423371,36.24786895,12.32169223,0.171567883,2.595088925,-0.298719987,8.352428416,-0.212222464,11.85162247,23.40046913,115.4676316,7.372468086,22.10214796,39.10925271,6.171053366,1.627227594,508614.5556,4323.444444,41.62200562
SWTX UW Equity,"Consumer, Non-cyclical",29.15377626,28.87473027,28.87473027,-93.80857143,#N/A N/A,96.67939971,10.89794877,#N/A N/A,0.474495436,0.4907927,-168.2485758,-12.00914411,#N/A N/A,-132.3542857,-130.2114286,-130.2114286,-10.00502732,-10.36797743,#N/A N/A,#N/A N/A,#N/A N/A,18.35343471,15.3643547,0.076836783,#N/A N/A,#N/A N/A,#N/A N/A
STSA UQ Equity,"Consumer, Non-cyclical",9.170519513,8.480735769,8.480735769,#N/A N/A,#N/A N/A,88.77370948,8.943270026,-138.08,3.741685486,4.214857651,-465.2852589,-15.66358839,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-45.88609274,-50.7959054,#N/A N/A,#N/A N/A,0,0,#N/A N/A,0,0,-2684888.889,#N/A N/A
ZUO UN Equity,Technology,1.562471742,1.412011894,0.992537115,-0.60834261,10.63657143,40.78532504,30.31195211,#N/A N/A,16.43697495,40.30119886,4.521743311,0.113086904,57.18355052,-24.18374697,-23.9584834,-23.11732041,-17.76641489,-43.48192957,#N/A N/A,4.134700646,60.16563147,3.631002978,2.593470046,0.741550063,256655.4622,-62068.90756,#N/A N/A
ICFI UW Equity,"Consumer, Non-cyclical",1.113922539,0.554276427,0.03241247,10.31684778,1.917451514,44.80090446,71.47017016,6.414411172,27.12053692,60.53569062,18.81338087,0.43453463,35.46870178,5.913496474,3.647216922,4.757501452,3.58819374,7.52084143,#N/A N/A,6.226421721,8.607533759,7.894192284,4.77600516,0.983816926,200916.6667,11881.2,#N/A N/A
SEM UN Equity,"Consumer, Non-cyclical",1.108201946,1.024651584,0.401192047,15.93779359,1.426331363,13.85270709,79.17809379,3.709909745,58.76195349,424.191121,17.12240736,0.258287388,14.84785997,10.26186644,4.682003567,4.593640343,3.454259882,27.31111708,#N/A N/A,6.666963554,29.18283367,2.781132566,1.866184083,0.737773868,111751.7778,11467.81818,#N/A N/A
